Entity,Day,"Daily new confirmed deaths due to COVID-19 per million people (rolling 7-day average, right-aligned)"
Canada,2025-03-01,0
Canada,2025-03-02,0
Canada,2025-03-03,0
Canada,2025-03-04,0
Canada,2025-03-05,0
Canada,2025-03-06,0
Canada,2025-03-07,0
Canada,2025-03-08,0
Canada,2025-03-09,0
Canada,2025-03-10,0
Canada,2025-03-11,0
Canada,2025-03-12,0
Canada,2025-03-13,0
Canada,2025-03-14,0
Canada,2025-03-15,0
Canada,2025-03-16,0
Canada,2025-03-17,0
Canada,2025-03-18,0
Canada,2025-03-19,0
Canada,2025-03-20,0
Canada,2025-03-21,0
Canada,2025-03-22,0
Canada,2025-03-23,0
Canada,2025-03-24,0
Canada,2025-03-25,0
Canada,2025-03-26,0
Canada,2025-03-27,0
Canada,2025-03-28,0
Canada,2025-03-29,0
Canada,2025-03-30,0
Canada,2025-03-31,0
Canada,2025-04-01,0
Canada,2025-04-02,0
Canada,2025-04-03,0
Canada,2025-04-04,0
Canada,2025-04-05,0
Canada,2025-04-06,0
Canada,2025-04-07,0
Canada,2025-04-08,0
Canada,2025-04-09,0
Canada,2025-04-10,0
Canada,2025-04-11,0
Canada,2025-04-12,0
Canada,2025-04-13,0
Canada,2025-04-14,0
Canada,2025-04-15,0
Canada,2025-04-16,0
Canada,2025-04-17,0
Canada,2025-04-18,0
Canada,2025-04-19,0
Canada,2025-04-20,0
Canada,2025-04-21,0
Canada,2025-04-22,0
Canada,2025-04-23,0
Canada,2025-04-24,0
Canada,2025-04-25,0
Canada,2025-04-26,0
Canada,2025-04-27,0
Canada,2025-04-28,0
Canada,2025-04-29,0
Canada,2025-04-30,0
Canada,2025-05-01,0
Canada,2025-05-02,0
Canada,2025-05-03,0
Canada,2025-05-04,0
Canada,2025-05-05,0
Canada,2025-05-06,0
Canada,2025-05-07,0
Canada,2025-05-08,0
Canada,2025-05-09,0
Canada,2025-05-10,0
Canada,2025-05-11,0
Canada,2025-05-12,0
Canada,2025-05-13,0
Canada,2025-05-14,0
Canada,2025-05-15,0
Canada,2025-05-16,0
Canada,2025-05-17,0
Canada,2025-05-18,0
Canada,2025-05-19,0
Canada,2025-05-20,0
Canada,2025-05-21,0
Canada,2025-05-22,0
Canada,2025-05-23,0
Canada,2025-05-24,0
Canada,2025-05-25,0
Canada,2025-05-26,0
Canada,2025-05-27,0
Canada,2025-05-28,0
Canada,2025-05-29,0
Canada,2025-05-30,0
Canada,2025-05-31,0
Canada,2025-06-01,0
Canada,2025-06-02,0
Canada,2025-06-03,0
Canada,2025-06-04,0
Canada,2025-06-05,0
Canada,2025-06-06,0
Canada,2025-06-07,0
Canada,2025-06-08,0
Canada,2025-06-09,0
Canada,2025-06-10,0
Canada,2025-06-11,0
Canada,2025-06-12,0
Canada,2025-06-13,0
Canada,2025-06-14,0
Canada,2025-06-15,0
Canada,2025-06-16,0
Canada,2025-06-17,0
Canada,2025-06-18,0
Canada,2025-06-19,0
Canada,2025-06-20,0
Canada,2025-06-21,0
Canada,2025-06-22,0
Canada,2025-06-23,0
Canada,2025-06-24,0
Canada,2025-06-25,0
Canada,2025-06-26,0
Canada,2025-06-27,0
Canada,2025-06-28,0
Canada,2025-06-29,0
Canada,2025-06-30,0
Canada,2025-07-01,0
Canada,2025-07-02,0
Canada,2025-07-03,0
Canada,2025-07-04,0
Canada,2025-07-05,0
Canada,2025-07-06,0
France,2020-01-09,0
France,2020-01-10,0
France,2020-01-11,0
France,2020-01-12,0
France,2020-01-13,0
France,2020-01-14,0
France,2020-01-15,0
France,2020-01-16,0
France,2020-01-17,0
France,2020-01-18,0
France,2020-01-19,0
France,2020-01-20,0
France,2020-01-21,0
France,2020-01-22,0
France,2020-01-23,0
France,2020-01-24,0
France,2020-01-25,0
France,2020-01-26,0
France,2020-01-27,0
France,2020-01-28,0
France,2020-01-29,0
France,2020-01-30,0
France,2020-01-31,0
France,2020-02-01,0
France,2020-02-02,0
France,2020-02-03,0
France,2020-02-04,0
France,2020-02-05,0
France,2020-02-06,0
France,2020-02-07,0
France,2020-02-08,0
France,2020-02-09,0
France,2020-02-10,0
France,2020-02-11,0
France,2020-02-12,0
France,2020-02-13,0
France,2020-02-14,0
France,2020-02-15,0
France,2020-02-16,0
France,2020-02-17,0
France,2020-02-18,0
France,2020-02-19,0
France,2020-02-20,0
France,2020-02-21,0
France,2020-02-22,0
France,2020-02-23,0
France,2020-02-24,0
France,2020-02-25,0
France,2020-02-26,0
France,2020-02-27,0
France,2020-02-28,0
France,2020-02-29,0
France,2020-03-01,0
France,2020-03-02,0
France,2020-03-03,0
France,2020-03-04,0
France,2020-03-05,0
France,2020-03-06,0
France,2020-03-07,0
France,2020-03-08,0
France,2020-03-09,0
France,2020-03-10,0
France,2020-03-11,0
France,2020-03-12,0
France,2020-03-13,0
France,2020-03-14,0
France,2020-03-15,0.095567964
France,2020-03-16,0.095567964
France,2020-03-17,0.095567964
France,2020-03-18,0.095567964
France,2020-03-19,0.095567964
France,2020-03-20,0.095567964
France,2020-03-21,0.095567964
France,2020-03-22,1.4890823
France,2020-03-23,1.4890823
France,2020-03-24,1.4890823
France,2020-03-25,1.4890823
France,2020-03-26,1.4890823
France,2020-03-27,1.4890823
France,2020-03-28,1.4890823
France,2020-03-29,4.442799
France,2020-03-30,4.442799
France,2020-03-31,4.442799
France,2020-04-01,4.442799
France,2020-04-02,4.442799
France,2020-04-03,4.442799
France,2020-04-04,4.442799
France,2020-04-05,7.280946
France,2020-04-06,7.280946
France,2020-04-07,7.280946
France,2020-04-08,7.280946
France,2020-04-09,7.280946
France,2020-04-10,7.280946
France,2020-04-11,7.280946
France,2020-04-12,7.4320765
France,2020-04-13,7.4320765
France,2020-04-14,7.4320765
France,2020-04-15,7.4320765
France,2020-04-16,7.4320765
France,2020-04-17,7.4320765
France,2020-04-18,7.4320765
France,2020-04-19,6.067455
France,2020-04-20,6.067455
France,2020-04-21,6.067455
France,2020-04-22,6.067455
France,2020-04-23,6.067455
France,2020-04-24,6.067455
France,2020-04-25,6.067455
France,2020-04-26,4.658383
France,2020-04-27,4.658383
France,2020-04-28,4.658383
France,2020-04-29,4.658383
France,2020-04-30,4.658383
France,2020-05-01,4.658383
France,2020-05-02,4.658383
France,2020-05-03,3.1248503
France,2020-05-04,3.1248503
France,2020-05-05,3.1248503
France,2020-05-06,3.1248503
France,2020-05-07,3.1248503
France,2020-05-08,3.1248503
France,2020-05-09,3.1248503
France,2020-05-10,2.3469715
France,2020-05-11,2.3469715
France,2020-05-12,2.3469715
France,2020-05-13,2.3469715
France,2020-05-14,2.3469715
France,2020-05-15,2.3469715
France,2020-05-16,2.3469715
France,2020-05-17,1.8002338
France,2020-05-18,1.8002338
France,2020-05-19,1.8002338
France,2020-05-20,1.8002338
France,2020-05-21,1.8002338
France,2020-05-22,1.8002338
France,2020-05-23,1.8002338
France,2020-05-24,1.2490511
France,2020-05-25,1.2490511
France,2020-05-26,1.2490511
France,2020-05-27,1.2490511
France,2020-05-28,1.2490511
France,2020-05-29,1.2490511
France,2020-05-30,1.2490511
France,2020-05-31,1.0468026
France,2020-06-01,1.0468026
France,2020-06-02,1.0468026
France,2020-06-03,1.0468026
France,2020-06-04,1.0468026
France,2020-06-05,1.0468026
France,2020-06-06,1.0468026
France,2020-06-07,0.7356511
France,2020-06-08,0.7356511
France,2020-06-09,0.7356511
France,2020-06-10,0.7356511
France,2020-06-11,0.7356511
France,2020-06-12,0.7356511
France,2020-06-13,0.7356511
France,2020-06-14,0.5734078
France,2020-06-15,0.5734078
France,2020-06-16,0.5734078
France,2020-06-17,0.5734078
France,2020-06-18,0.5734078
France,2020-06-19,0.5734078
France,2020-06-20,0.5734078
France,2020-06-21,0.35337922
France,2020-06-22,0.35337922
France,2020-06-23,0.35337922
France,2020-06-24,0.35337922
France,2020-06-25,0.35337922
France,2020-06-26,0.35337922
France,2020-06-27,0.35337922
France,2020-06-28,0.2466987
France,2020-06-29,0.2466987
France,2020-06-30,0.2466987
France,2020-07-01,0.2466987
France,2020-07-02,0.2466987
France,2020-07-03,0.2466987
France,2020-07-04,0.2466987
France,2020-07-05,0.22225109
France,2020-07-06,0.22225109
France,2020-07-07,0.22225109
France,2020-07-08,0.22225109
France,2020-07-09,0.22225109
France,2020-07-10,0.22225109
France,2020-07-11,0.22225109
France,2020-07-12,0.2667013
France,2020-07-13,0.2667013
France,2020-07-14,0.2667013
France,2020-07-15,0.2667013
France,2020-07-16,0.2667013
France,2020-07-17,0.2667013
France,2020-07-18,0.2667013
France,2020-07-19,0.20891602
France,2020-07-20,0.20891602
France,2020-07-21,0.20891602
France,2020-07-22,0.20891602
France,2020-07-23,0.20891602
France,2020-07-24,0.20891602
France,2020-07-25,0.20891602
France,2020-07-26,0.21780607
France,2020-07-27,0.21780607
France,2020-07-28,0.21780607
France,2020-07-29,0.21780607
France,2020-07-30,0.21780607
France,2020-07-31,0.21780607
France,2020-08-01,0.21780607
France,2020-08-02,0.17113334
France,2020-08-03,0.17113334
France,2020-08-04,0.17113334
France,2020-08-05,0.17113334
France,2020-08-06,0.17113334
France,2020-08-07,0.17113334
France,2020-08-08,0.17113334
France,2020-08-09,0.15335324
France,2020-08-10,0.15335324
France,2020-08-11,0.15335324
France,2020-08-12,0.15335324
France,2020-08-13,0.15335324
France,2020-08-14,0.15335324
France,2020-08-15,0.15335324
France,2020-08-16,0.204471
France,2020-08-17,0.204471
France,2020-08-18,0.204471
France,2020-08-19,0.204471
France,2020-08-20,0.204471
France,2020-08-21,0.204471
France,2020-08-22,0.204471
France,2020-08-23,0.2622563
France,2020-08-24,0.2622563
France,2020-08-25,0.2622563
France,2020-08-26,0.2622563
France,2020-08-27,0.2622563
France,2020-08-28,0.2622563
France,2020-08-29,0.2622563
France,2020-08-30,0.2466987
France,2020-08-31,0.2466987
France,2020-09-01,0.2466987
France,2020-09-02,0.2466987
France,2020-09-03,0.2466987
France,2020-09-04,0.2466987
France,2020-09-05,0.2466987
France,2020-09-06,0.28003636
France,2020-09-07,0.28003636
France,2020-09-08,0.28003636
France,2020-09-09,0.28003636
France,2020-09-10,0.28003636
France,2020-09-11,0.28003636
France,2020-09-12,0.28003636
France,2020-09-13,0.5734078
France,2020-09-14,0.5734078
France,2020-09-15,0.5734078
France,2020-09-16,0.5734078
France,2020-09-17,0.5734078
France,2020-09-18,0.5734078
France,2020-09-19,0.5734078
France,2020-09-20,0.9534572
France,2020-09-21,0.9534572
France,2020-09-22,0.9534572
France,2020-09-23,0.9534572
France,2020-09-24,0.9534572
France,2020-09-25,0.9534572
France,2020-09-26,0.9534572
France,2020-09-27,1.2423836
France,2020-09-28,1.2423836
France,2020-09-29,1.2423836
France,2020-09-30,1.2423836
France,2020-10-01,1.2423836
France,2020-10-02,1.2423836
France,2020-10-03,1.2423836
France,2020-10-04,1.2468286
France,2020-10-05,1.2468286
France,2020-10-06,1.2468286
France,2020-10-07,1.2468286
France,2020-10-08,1.2468286
France,2020-10-09,1.2468286
France,2020-10-10,1.2468286
France,2020-10-11,1.5335325
France,2020-10-12,1.5335325
France,2020-10-13,1.5335325
France,2020-10-14,1.5335325
France,2020-10-15,1.5335325
France,2020-10-16,1.5335325
France,2020-10-17,1.5335325
France,2020-10-18,2.1402779
France,2020-10-19,2.1402779
France,2020-10-20,2.1402779
France,2020-10-21,2.1402779
France,2020-10-22,2.1402779
France,2020-10-23,2.1402779
France,2020-10-24,2.1402779
France,2020-10-25,3.9427342
France,2020-10-26,3.9427342
France,2020-10-27,3.9427342
France,2020-10-28,3.9427342
France,2020-10-29,3.9427342
France,2020-10-30,3.9427342
France,2020-10-31,3.9427342
France,2020-11-01,7.0097995
France,2020-11-02,7.0097995
France,2020-11-03,7.0097995
France,2020-11-04,7.0097995
France,2020-11-05,7.0097995
France,2020-11-06,7.0097995
France,2020-11-07,7.0097995
France,2020-11-08,10.654717
France,2020-11-09,10.654717
France,2020-11-10,10.654717
France,2020-11-11,10.654717
France,2020-11-12,10.654717
France,2020-11-13,10.654717
France,2020-11-14,10.654717
France,2020-11-15,12.194917
France,2020-11-16,12.194917
France,2020-11-17,12.194917
France,2020-11-18,12.194917
France,2020-11-19,12.194917
France,2020-11-20,12.194917
France,2020-11-21,12.194917
France,2020-11-22,12.450506
France,2020-11-23,12.450506
France,2020-11-24,12.450506
France,2020-11-25,12.450506
France,2020-11-26,12.450506
France,2020-11-27,12.450506
France,2020-11-28,12.450506
France,2020-11-29,10.399128
France,2020-11-30,10.399128
France,2020-12-01,10.399128
France,2020-12-02,10.399128
France,2020-12-03,10.399128
France,2020-12-04,10.399128
France,2020-12-05,10.399128
France,2020-12-06,8.807811
France,2020-12-07,8.807811
France,2020-12-08,8.807811
France,2020-12-09,8.807811
France,2020-12-10,8.807811
France,2020-12-11,8.807811
France,2020-12-12,8.807811
France,2020-12-13,8.427761
France,2020-12-14,8.427761
France,2020-12-15,8.427761
France,2020-12-16,8.427761
France,2020-12-17,8.427761
France,2020-12-18,8.427761
France,2020-12-19,8.427761
France,2020-12-20,7.5187545
France,2020-12-21,7.5187545
France,2020-12-22,7.5187545
France,2020-12-23,7.5187545
France,2020-12-24,7.5187545
France,2020-12-25,7.5187545
France,2020-12-26,7.5187545
France,2020-12-27,6.9320116
France,2020-12-28,6.9320116
France,2020-12-29,6.9320116
France,2020-12-30,6.9320116
France,2020-12-31,6.9320116
France,2021-01-01,6.9320116
France,2021-01-02,6.9320116
France,2021-01-03,6.478619
France,2021-01-04,6.478619
France,2021-01-05,6.478619
France,2021-01-06,6.478619
France,2021-01-07,6.478619
France,2021-01-08,6.478619
France,2021-01-09,6.478619
France,2021-01-10,7.62099
France,2021-01-11,7.62099
France,2021-01-12,7.62099
France,2021-01-13,7.62099
France,2021-01-14,7.62099
France,2021-01-15,7.62099
France,2021-01-16,7.62099
France,2021-01-17,7.676553
France,2021-01-18,7.676553
France,2021-01-19,7.676553
France,2021-01-20,7.676553
France,2021-01-21,7.676553
France,2021-01-22,7.676553
France,2021-01-23,7.676553
France,2021-01-24,7.587652
France,2021-01-25,7.587652
France,2021-01-26,7.587652
France,2021-01-27,7.587652
France,2021-01-28,7.587652
France,2021-01-29,7.587652
France,2021-01-30,7.587652
France,2021-01-31,7.0209117
France,2021-02-01,7.0209117
France,2021-02-02,7.0209117
France,2021-02-03,7.0209117
France,2021-02-04,7.0209117
France,2021-02-05,7.0209117
France,2021-02-06,7.0209117
France,2021-02-07,6.8208857
France,2021-02-08,6.8208857
France,2021-02-09,6.8208857
France,2021-02-10,6.8208857
France,2021-02-11,6.8208857
France,2021-02-12,6.8208857
France,2021-02-13,6.8208857
France,2021-02-14,6.4275017
France,2021-02-15,6.4275017
France,2021-02-16,6.4275017
France,2021-02-17,6.4275017
France,2021-02-18,6.4275017
France,2021-02-19,6.4275017
France,2021-02-20,6.4275017
France,2021-02-21,5.5918374
France,2021-02-22,5.5918374
France,2021-02-23,5.5918374
France,2021-02-24,5.5918374
France,2021-02-25,5.5918374
France,2021-02-26,5.5918374
France,2021-02-27,5.5918374
France,2021-02-28,4.780621
France,2021-03-01,4.780621
France,2021-03-02,4.780621
France,2021-03-03,4.780621
France,2021-03-04,4.780621
France,2021-03-05,4.780621
France,2021-03-06,4.780621
France,2021-03-07,4.5183644
France,2021-03-08,4.5183644
France,2021-03-09,4.5183644
France,2021-03-10,4.5183644
France,2021-03-11,4.5183644
France,2021-03-12,4.5183644
France,2021-03-13,4.5183644
France,2021-03-14,4.1605406
France,2021-03-15,4.1605406
France,2021-03-16,4.1605406
France,2021-03-17,4.1605406
France,2021-03-18,4.1605406
France,2021-03-19,4.1605406
France,2021-03-20,4.1605406
France,2021-03-21,3.998297
France,2021-03-22,3.998297
France,2021-03-23,3.998297
France,2021-03-24,3.998297
France,2021-03-25,3.998297
France,2021-03-26,3.998297
France,2021-03-27,3.998297
France,2021-03-28,4.076085
France,2021-03-29,4.076085
France,2021-03-30,4.076085
France,2021-03-31,4.076085
France,2021-04-01,4.076085
France,2021-04-02,4.076085
France,2021-04-03,4.076085
France,2021-04-04,4.353899
France,2021-04-05,4.353899
France,2021-04-06,4.353899
France,2021-04-07,4.353899
France,2021-04-08,4.353899
France,2021-04-09,4.353899
France,2021-04-10,4.353899
France,2021-04-11,4.711723
France,2021-04-12,4.711723
France,2021-04-13,4.711723
France,2021-04-14,4.711723
France,2021-04-15,4.711723
France,2021-04-16,4.711723
France,2021-04-17,4.711723
France,2021-04-18,4.371679
France,2021-04-19,4.371679
France,2021-04-20,4.371679
France,2021-04-21,4.371679
France,2021-04-22,4.371679
France,2021-04-23,4.371679
France,2021-04-24,4.371679
France,2021-04-25,4.5828176
France,2021-04-26,4.5828176
France,2021-04-27,4.5828176
France,2021-04-28,4.5828176
France,2021-04-29,4.5828176
France,2021-04-30,4.5828176
France,2021-05-01,4.5828176
France,2021-05-02,4.3427863
France,2021-05-03,4.3427863
France,2021-05-04,4.3427863
France,2021-05-05,4.3427863
France,2021-05-06,4.3427863
France,2021-05-07,4.3427863
France,2021-05-08,4.3427863
France,2021-05-09,3.4071093
France,2021-05-10,3.4071093
France,2021-05-11,3.4071093
France,2021-05-12,3.4071093
France,2021-05-13,3.4071093
France,2021-05-14,3.4071093
France,2021-05-15,3.4071093
France,2021-05-16,2.6425655
France,2021-05-17,2.6425655
France,2021-05-18,2.6425655
France,2021-05-19,2.6425655
France,2021-05-20,2.6425655
France,2021-05-21,2.6425655
France,2021-05-22,2.6425655
France,2021-05-23,2.0891602
France,2021-05-24,2.0891602
France,2021-05-25,2.0891602
France,2021-05-26,2.0891602
France,2021-05-27,2.0891602
France,2021-05-28,2.0891602
France,2021-05-29,2.0891602
France,2021-05-30,1.7157784
France,2021-05-31,1.7157784
France,2021-06-01,1.7157784
France,2021-06-02,1.7157784
France,2021-06-03,1.7157784
France,2021-06-04,1.7157784
France,2021-06-05,1.7157784
France,2021-06-06,1.2557186
France,2021-06-07,1.2557186
France,2021-06-08,1.2557186
France,2021-06-09,1.2557186
France,2021-06-10,1.2557186
France,2021-06-11,1.2557186
France,2021-06-12,1.2557186
France,2021-06-13,0.78899133
France,2021-06-14,0.78899133
France,2021-06-15,0.78899133
France,2021-06-16,0.78899133
France,2021-06-17,0.78899133
France,2021-06-18,0.78899133
France,2021-06-19,0.78899133
France,2021-06-20,0.68675584
France,2021-06-21,0.68675584
France,2021-06-22,0.68675584
France,2021-06-23,0.68675584
France,2021-06-24,0.68675584
France,2021-06-25,0.68675584
France,2021-06-26,0.68675584
France,2021-06-27,0.5200676
France,2021-06-28,0.5200676
France,2021-06-29,0.5200676
France,2021-06-30,0.5200676
France,2021-07-01,0.5200676
France,2021-07-02,0.5200676
France,2021-07-03,0.5200676
France,2021-07-04,0.38004935
France,2021-07-05,0.38004935
France,2021-07-06,0.38004935
France,2021-07-07,0.38004935
France,2021-07-08,0.38004935
France,2021-07-09,0.38004935
France,2021-07-10,0.38004935
France,2021-07-11,0.31559655
France,2021-07-12,0.31559655
France,2021-07-13,0.31559655
France,2021-07-14,0.31559655
France,2021-07-15,0.31559655
France,2021-07-16,0.31559655
France,2021-07-17,0.31559655
France,2021-07-18,0.21336104
France,2021-07-19,0.21336104
France,2021-07-20,0.21336104
France,2021-07-21,0.21336104
France,2021-07-22,0.21336104
France,2021-07-23,0.21336104
France,2021-07-24,0.21336104
France,2021-07-25,0.2644788
France,2021-07-26,0.2644788
France,2021-07-27,0.2644788
France,2021-07-28,0.2644788
France,2021-07-29,0.2644788
France,2021-07-30,0.2644788
France,2021-07-31,0.2644788
France,2021-08-01,0.5334026
France,2021-08-02,0.5334026
France,2021-08-03,0.5334026
France,2021-08-04,0.5334026
France,2021-08-05,0.5334026
France,2021-08-06,0.5334026
France,2021-08-07,0.5334026
France,2021-08-08,0.6267481
France,2021-08-09,0.6267481
France,2021-08-10,0.6267481
France,2021-08-11,0.6267481
France,2021-08-12,0.6267481
France,2021-08-13,0.6267481
France,2021-08-14,0.6267481
France,2021-08-15,0.7845463
France,2021-08-16,0.7845463
France,2021-08-17,0.7845463
France,2021-08-18,0.7845463
France,2021-08-19,0.7845463
France,2021-08-20,0.7845463
France,2021-08-21,0.7845463
France,2021-08-22,1.5535351
France,2021-08-23,1.5535351
France,2021-08-24,1.5535351
France,2021-08-25,1.5535351
France,2021-08-26,1.5535351
France,2021-08-27,1.5535351
France,2021-08-28,1.5535351
France,2021-08-29,1.031245
France,2021-08-30,1.031245
France,2021-08-31,1.031245
France,2021-09-01,1.031245
France,2021-09-02,1.031245
France,2021-09-03,1.031245
France,2021-09-04,1.031245
France,2021-09-05,1.0868078
France,2021-09-06,1.0868078
France,2021-09-07,1.0868078
France,2021-09-08,1.0868078
France,2021-09-09,1.0868078
France,2021-09-10,1.0868078
France,2021-09-11,1.0868078
France,2021-09-12,0.97123724
France,2021-09-13,0.97123724
France,2021-09-14,0.97123724
France,2021-09-15,0.97123724
France,2021-09-16,0.97123724
France,2021-09-17,0.97123724
France,2021-09-18,0.97123724
France,2021-09-19,0.8578892
France,2021-09-20,0.8578892
France,2021-09-21,0.8578892
France,2021-09-22,0.8578892
France,2021-09-23,0.8578892
France,2021-09-24,0.8578892
France,2021-09-25,0.8578892
France,2021-09-26,0.7356511
France,2021-09-27,0.7356511
France,2021-09-28,0.7356511
France,2021-09-29,0.7356511
France,2021-09-30,0.7356511
France,2021-10-01,0.7356511
France,2021-10-02,0.7356511
France,2021-10-03,0.613413
France,2021-10-04,0.613413
France,2021-10-05,0.613413
France,2021-10-06,0.613413
France,2021-10-07,0.613413
France,2021-10-08,0.613413
France,2021-10-09,0.613413
France,2021-10-10,0.42449957
France,2021-10-11,0.42449957
France,2021-10-12,0.42449957
France,2021-10-13,0.42449957
France,2021-10-14,0.42449957
France,2021-10-15,0.42449957
France,2021-10-16,0.42449957
France,2021-10-17,0.3889394
France,2021-10-18,0.3889394
France,2021-10-19,0.3889394
France,2021-10-20,0.3889394
France,2021-10-21,0.3889394
France,2021-10-22,0.3889394
France,2021-10-23,0.3889394
France,2021-10-24,0.39782944
France,2021-10-25,0.39782944
France,2021-10-26,0.39782944
France,2021-10-27,0.39782944
France,2021-10-28,0.39782944
France,2021-10-29,0.39782944
France,2021-10-30,0.39782944
France,2021-10-31,0.39338443
France,2021-11-01,0.39338443
France,2021-11-02,0.39338443
France,2021-11-03,0.39338443
France,2021-11-04,0.39338443
France,2021-11-05,0.39338443
France,2021-11-06,0.39338443
France,2021-11-07,0.4711723
France,2021-11-08,0.4711723
France,2021-11-09,0.4711723
France,2021-11-10,0.4711723
France,2021-11-11,0.4711723
France,2021-11-12,0.4711723
France,2021-11-13,0.4711723
France,2021-11-14,0.51784503
France,2021-11-15,0.51784503
France,2021-11-16,0.51784503
France,2021-11-17,0.51784503
France,2021-11-18,0.51784503
France,2021-11-19,0.51784503
France,2021-11-20,0.51784503
France,2021-11-21,0.70453596
France,2021-11-22,0.70453596
France,2021-11-23,0.70453596
France,2021-11-24,0.70453596
France,2021-11-25,0.70453596
France,2021-11-26,0.70453596
France,2021-11-27,0.70453596
France,2021-11-28,1.00902
France,2021-11-29,1.00902
France,2021-11-30,1.00902
France,2021-12-01,1.00902
France,2021-12-02,1.00902
France,2021-12-03,1.00902
France,2021-12-04,1.00902
France,2021-12-05,1.3757342
France,2021-12-06,1.3757342
France,2021-12-07,1.3757342
France,2021-12-08,1.3757342
France,2021-12-09,1.3757342
France,2021-12-10,1.3757342
France,2021-12-11,1.3757342
France,2021-12-12,2.0069273
France,2021-12-13,2.0069273
France,2021-12-14,2.0069273
France,2021-12-15,2.0069273
France,2021-12-16,2.0069273
France,2021-12-17,2.0069273
France,2021-12-18,2.0069273
France,2021-12-19,2.2958539
France,2021-12-20,2.2958539
France,2021-12-21,2.2958539
France,2021-12-22,2.2958539
France,2021-12-23,2.2958539
France,2021-12-24,2.2958539
France,2021-12-25,2.2958539
France,2021-12-26,2.571445
France,2021-12-27,2.571445
France,2021-12-28,2.571445
France,2021-12-29,2.571445
France,2021-12-30,2.571445
France,2021-12-31,2.571445
France,2022-01-01,2.571445
France,2022-01-02,2.9226017
France,2022-01-03,2.9226017
France,2022-01-04,2.9226017
France,2022-01-05,2.9226017
France,2022-01-06,2.9226017
France,2022-01-07,2.9226017
France,2022-01-08,2.9226017
France,2022-01-09,3.298206
France,2022-01-10,3.298206
France,2022-01-11,3.298206
France,2022-01-12,3.298206
France,2022-01-13,3.298206
France,2022-01-14,3.298206
France,2022-01-15,3.298206
France,2022-01-16,3.331544
France,2022-01-17,3.331544
France,2022-01-18,3.331544
France,2022-01-19,3.331544
France,2022-01-20,3.331544
France,2022-01-21,3.331544
France,2022-01-22,3.331544
France,2022-01-23,3.684923
France,2022-01-24,3.684923
France,2022-01-25,3.684923
France,2022-01-26,3.684923
France,2022-01-27,3.684923
France,2022-01-28,3.684923
France,2022-01-29,3.684923
France,2022-01-30,4.2961135
France,2022-01-31,4.2961135
France,2022-02-01,4.2961135
France,2022-02-02,4.2961135
France,2022-02-03,4.2961135
France,2022-02-04,4.2961135
France,2022-02-05,4.2961135
France,2022-02-06,4.4361315
France,2022-02-07,4.4361315
France,2022-02-08,4.4361315
France,2022-02-09,4.4361315
France,2022-02-10,4.4361315
France,2022-02-11,4.4361315
France,2022-02-12,4.4361315
France,2022-02-13,4.4183517
France,2022-02-14,4.4183517
France,2022-02-15,4.4183517
France,2022-02-16,4.4183517
France,2022-02-17,4.4183517
France,2022-02-18,4.4183517
France,2022-02-19,4.4183517
France,2022-02-20,3.8782816
France,2022-02-21,3.8782816
France,2022-02-22,3.8782816
France,2022-02-23,3.8782816
France,2022-02-24,3.8782816
France,2022-02-25,3.8782816
France,2022-02-26,3.8782816
France,2022-02-27,2.958162
France,2022-02-28,2.958162
France,2022-03-01,2.958162
France,2022-03-02,2.958162
France,2022-03-03,2.958162
France,2022-03-04,2.958162
France,2022-03-05,2.958162
France,2022-03-06,2.431427
France,2022-03-07,2.431427
France,2022-03-08,2.431427
France,2022-03-09,2.431427
France,2022-03-10,2.431427
France,2022-03-11,2.431427
France,2022-03-12,2.431427
France,2022-03-13,1.8224589
France,2022-03-14,1.8224589
France,2022-03-15,1.8224589
France,2022-03-16,1.8224589
France,2022-03-17,1.8224589
France,2022-03-18,1.8224589
France,2022-03-19,1.8224589
France,2022-03-20,1.7602286
France,2022-03-21,1.7602286
France,2022-03-22,1.7602286
France,2022-03-23,1.7602286
France,2022-03-24,1.7602286
France,2022-03-25,1.7602286
France,2022-03-26,1.7602286
France,2022-03-27,1.6157655
France,2022-03-28,1.6157655
France,2022-03-29,1.6157655
France,2022-03-30,1.6157655
France,2022-03-31,1.6157655
France,2022-04-01,1.6157655
France,2022-04-02,1.6157655
France,2022-04-03,1.7802312
France,2022-04-04,1.7802312
France,2022-04-05,1.7802312
France,2022-04-06,1.7802312
France,2022-04-07,1.7802312
France,2022-04-08,1.7802312
France,2022-04-09,1.7802312
France,2022-04-10,1.7513386
France,2022-04-11,1.7513386
France,2022-04-12,1.7513386
France,2022-04-13,1.7513386
France,2022-04-14,1.7513386
France,2022-04-15,1.7513386
France,2022-04-16,1.7513386
France,2022-04-17,1.8935792
France,2022-04-18,1.8935792
France,2022-04-19,1.8935792
France,2022-04-20,1.8935792
France,2022-04-21,1.8935792
France,2022-04-22,1.8935792
France,2022-04-23,1.8935792
France,2022-04-24,1.9758122
France,2022-04-25,1.9758122
France,2022-04-26,1.9758122
France,2022-04-27,1.9758122
France,2022-04-28,1.9758122
France,2022-04-29,1.9758122
France,2022-04-30,1.9758122
France,2022-05-01,1.926917
France,2022-05-02,1.926917
France,2022-05-03,1.926917
France,2022-05-04,1.926917
France,2022-05-05,1.926917
France,2022-05-06,1.926917
France,2022-05-07,1.926917
France,2022-05-08,1.6646607
